"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"log10_Adjusted"	"ONTOLOGY"
"GOBP_REGULATION_OF_CELL_MATRIX_ADHESION"	"GOBP_REGULATION_OF_CELL_MATRIX_ADHESION"	"REGULATION_OF_CELL_MATRIX_ADHESION"	"17/1238"	"123/17872"	0.00481677199460907	0.0412259014832717	0.0336130157147023	"RHOA/JUP/MMP14/RAC1/RCC2/SFRP1/DUSP3/ACTG1/BCAS3/CLASP2/RRAS/SRC/GSK3B/COL16A1/CLASP1/CORO1C/LIMCH1"	17	1.47349252146388	"BP"
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS"	"GOBP_POSITIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS"	"POSITIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS"	"5/1238"	"17/17872"	0.00484664518715534	0.0414004036045656	0.033755293805278	"PRKACA/GSK3B/CTDSPL2/ANP32B/RBM22"	5	1.47165810756982	"BP"
"GOBP_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS"	"GOBP_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS"	"REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS"	"6/1238"	"24/17872"	0.00497453698174135	0.042327200634115	0.0345109460044476	"APOE/ERLIN2/ERLIN1/POR/PRKAA1/DHCR7"	6	1.46204313578587	"BP"
"GOBP_TELENCEPHALON_GLIAL_CELL_MIGRATION"	"GOBP_TELENCEPHALON_GLIAL_CELL_MIGRATION"	"TELENCEPHALON_GLIAL_CELL_MIGRATION"	"6/1238"	"24/17872"	0.00497453698174135	0.042327200634115	0.0345109460044476	"CDK5/PAFAH1B1/MBOAT7/LAMB1/SUN1/RTN4"	6	1.46204313578587	"BP"
"GOBP_ELASTIC_FIBER_ASSEMBLY"	"GOBP_ELASTIC_FIBER_ASSEMBLY"	"ELASTIC_FIBER_ASSEMBLY"	"4/1238"	"11/17872"	0.00509641058656375	0.0428628751644523	0.0349477014363088	"MYH11/COL3A1/THSD4/EMILIN1"	4	1.45658138319026	"BP"
"GOBP_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX"	"GOBP_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX"	"FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX"	"4/1238"	"11/17872"	0.00509641058656375	0.0428628751644523	0.0349477014363088	"EIF2S3/EIF4H/EIF2S2/EIF5"	4	1.45658138319026	"BP"
"GOBP_GLOMERULAR_BASEMENT_MEMBRANE_DEVELOPMENT"	"GOBP_GLOMERULAR_BASEMENT_MEMBRANE_DEVELOPMENT"	"GLOMERULAR_BASEMENT_MEMBRANE_DEVELOPMENT"	"4/1238"	"11/17872"	0.00509641058656375	0.0428628751644523	0.0349477014363088	"NID1/NPHS1/LAMB2/MYO1E"	4	1.45658138319026	"BP"
"GOBP_IMP_BIOSYNTHETIC_PROCESS"	"GOBP_IMP_BIOSYNTHETIC_PROCESS"	"IMP_BIOSYNTHETIC_PROCESS"	"4/1238"	"11/17872"	0.00509641058656375	0.0428628751644523	0.0349477014363088	"PFAS/APRT/PAICS/GART"	4	1.45658138319026	"BP"
"GOBP_PROTEIN_LOCALIZATION_TO_CELL_CORTEX"	"GOBP_PROTEIN_LOCALIZATION_TO_CELL_CORTEX"	"PROTEIN_LOCALIZATION_TO_CELL_CORTEX"	"4/1238"	"11/17872"	0.00509641058656375	0.0428628751644523	0.0349477014363088	"EPB41L2/NUMA1/EZR/PPP1R9B"	4	1.45658138319026	"BP"
"GOBP_REGULATION_OF_TRANSLATIONAL_TERMINATION"	"GOBP_REGULATION_OF_TRANSLATIONAL_TERMINATION"	"REGULATION_OF_TRANSLATIONAL_TERMINATION"	"4/1238"	"11/17872"	0.00509641058656375	0.0428628751644523	0.0349477014363088	"GLE1/ETF1/EIF5A/GSPT1"	4	1.45658138319026	"BP"
"GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS"	"GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS"	"REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS"	"18/1238"	"134/17872"	0.00513888666919325	0.0431370005981318	0.0351712061306526	"FBN1/MEN1/WNT1/HSP90AB1/FBN2/DNM2/FKBP1A/HTRA3/PIN1/SMAD2/ASPN/CD109/HTRA1/GLG1/TRIM33/LEMD3/STRAP/EMILIN1"	18	1.45381273811169	"BP"
"GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE"	"GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE"	"ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE"	"12/1238"	"75/17872"	0.00519707908100337	0.0435417470030321	0.0355012109766085	"COPS5/DDRGK1/ERMP1/QRICH1/NCK2/UFL1/PTPN1/VCP/BAX/EIF2S1/VAPB/ERLEC1"	12	1.44975683253677	"BP"
"GOBP_CELLULAR_ALDEHYDE_METABOLIC_PROCESS"	"GOBP_CELLULAR_ALDEHYDE_METABOLIC_PROCESS"	"CELLULAR_ALDEHYDE_METABOLIC_PROCESS"	"11/1238"	"66/17872"	0.00533680244057529	0.0444571943497218	0.0362476093558593	"RDH11/GRHPR/IDH1/ALDH9A1/AKR7A2/ALDH1A2/ALDH7A1/ALDH3A2/ADH5/ESD/GLO1"	11	1.44072063123907	"BP"
"GOBP_NEGATIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS"	"GOBP_NEGATIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS"	"NEGATIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS"	"11/1238"	"66/17872"	0.00533680244057529	0.0444571943497218	0.0362476093558593	"LARP1/SYNCRIP/HNRNPC/PABPC1/YBX3/HNRNPU/TARDBP/CIRBP/METTL16/IGF2BP1/THRAP3"	11	1.44072063123907	"BP"
"GOBP_RUFFLE_ORGANIZATION"	"GOBP_RUFFLE_ORGANIZATION"	"RUFFLE_ORGANIZATION"	"10/1238"	"57/17872"	0.00533690030681655	0.0444571943497218	0.0362476093558593	"TPM1/RAC1/RCC2/PFN2/PFN1/LIMA1/CYFIP1/AIF1L/DBNL/CORO1C"	10	1.44072063123907	"BP"
"GOBP_ACTIN_FILAMENT_POLYMERIZATION"	"GOBP_ACTIN_FILAMENT_POLYMERIZATION"	"ACTIN_FILAMENT_POLYMERIZATION"	"21/1238"	"166/17872"	0.00538431590528732	0.0446816329402645	0.0364306025130607	"RHOA/ARPC5L/ARPC1A/ARPC1B/GRB2/NCKAP1/RAC1/CAPZB/PFN2/TWF2/NCK2/NPHS1/PFN1/ADD1/TWF1/COTL1/VIL1/CTTN/ARPC2/CYFIP1/DBNL"	21	1.43853364605334	"BP"
"GOBP_NEGATIVE_REGULATION_OF_BINDING"	"GOBP_NEGATIVE_REGULATION_OF_BINDING"	"NEGATIVE_REGULATION_OF_BINDING"	"21/1238"	"166/17872"	0.00538431590528732	0.0446816329402645	0.0364306025130607	"DHRS7B/SIN3A/SUMO3/BAG2/SUMO1/KDM1A/RALB/ATP2A2/NES/CSNK1E/GSK3B/HMGA2/BAX/GOLGA2/PIN1/CRMP1/GTF2F1/TFIP11/HDAC2/RSF1/CPNE1"	21	1.43853364605334	"BP"
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY"	"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY"	"NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY"	"19/1238"	"145/17872"	0.0054014805220506	0.0447390179862445	0.0364773906822193	"VDAC2/DDX3X/CAPZB/PFN2/TWF2/TUBB4A/PFN1/CLU/SRC/ADD1/GSK3B/CDC42/TWF1/DYRK1A/MAPRE1/VIL1/HMGB1/TFIP11/VPS35"	19	1.43797623538867	"BP"
"GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY"	"GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY"	"INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY"	"30/1238"	"265/17872"	0.00545660995236511	0.0451100425039275	0.036779900815284	"RHOA/PTGES3/DDRGK1/ACTN4/CALR/CARM1/SAFB/MAP2K6/SFRP1/PRCP/FAM120B/PARP1/PUM1/NR2F2/PHB2/TKFC/RBFOX2/KDM1A/ALDH1A2/UFL1/SRC/CRKL/CTBP2/UFM1/YWHAH/SAFB2/RELA/PHB/HDAC1/VPS18"	30	1.43438944626251	"BP"
"GOBP_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY"	"GOBP_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY"	"NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY"	"7/1238"	"32/17872"	0.00546697058661549	0.045110258243056	0.0367800767154452	"MMP14/RCC2/WNT5A/BCAS3/CLASP2/SRC/CORO1C"	7	1.43438736925075	"BP"
"GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL"	"GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL"	"CELLULAR_RESPONSE_TO_ACID_CHEMICAL"	"13/1238"	"85/17872"	0.0055025146251061	0.0453178798841285	0.0369493583862636	"COL1A2/COL6A1/PLEC/IPO5/COL1A1/COL3A1/COL4A1/COL5A2/COL16A1/CAPN2/LAMTOR1/RRAGC/DNMT3A"	13	1.43239309858782	"BP"
"GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS"	"GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS"	"POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS"	"18/1238"	"135/17872"	0.00555641308168745	0.045675599061329	0.0372410201787794	"PSMC6/DDRGK1/PSMC5/USP5/BCAP31/PSMC4/BAG2/PSMC2/SUMO1/CCDC22/CLU/BAG6/CSNK1E/GSK3B/VCP/PSMC1/HSPBP1/PSMC3"	18	1.42897843048485	"BP"
"GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY"	"GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY"	"REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY"	"17/1238"	"125/17872"	0.0056754086523883	0.0465660879091634	0.0379670689626531	"ARHGEF2/GLE1/CAPZB/ETF1/TWF2/EIF5A/WDR1/CLASP2/ZMPSTE24/GSPT1/ADD1/MAP1B/NES/TWF1/VIL1/LIMA1/CLASP1"	17	1.42059292886704	"BP"
"GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES"	"GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES"	"APOPTOTIC_MITOCHONDRIAL_CHANGES"	"15/1238"	"105/17872"	0.00575374752918979	0.0471202776077175	0.0384189205020059	"VDAC2/SLC25A4/CCAR2/GHITM/FAM162A/RHOT1/DNM1L/LMNA/CLU/GSK3B/BAX/GPX1/RHOT2/PPP2CB/VPS35"	15	1.41545484214503	"BP"
"GOBP_SPERM_EGG_RECOGNITION"	"GOBP_SPERM_EGG_RECOGNITION"	"SPERM_EGG_RECOGNITION"	"9/1238"	"49/17872"	0.00590577055312996	0.0482746974988994	0.039360162113409	"VDAC2/UBAP2L/CCT3/CCT4/ALDOA/TCP1/CCT5/CCT8/CCT7"	9	1.4049431215005	"BP"
"GOBP_METAPHASE_PLATE_CONGRESSION"	"GOBP_METAPHASE_PLATE_CONGRESSION"	"METAPHASE_PLATE_CONGRESSION"	"11/1238"	"67/17872"	0.0059953337226893	0.04869837943166	0.0397056058017586	"VPS4B/ZW10/KPNB1/VPS4A/HNRNPU/CENPC/DCTN2/DYNC1H1/NUMA1/CUL3/SEH1L"	11	1.4011481734157	"BP"
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY"	"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY"	"POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY"	"11/1238"	"67/17872"	0.0059953337226893	0.04869837943166	0.0397056058017586	"EPB41L2/ATP2B4/KIF5B/LRP1/NUMA1/VIL1/RER1/PGRMC1/EZR/EPHA2/PPP1R9B"	11	1.4011481734157	"BP"
"GOBP_STRIATED_MUSCLE_CELL_DEVELOPMENT"	"GOBP_STRIATED_MUSCLE_CELL_DEVELOPMENT"	"STRIATED_MUSCLE_CELL_DEVELOPMENT"	"11/1238"	"67/17872"	0.0059953337226893	0.04869837943166	0.0397056058017586	"CSRP2/TTN/TPM1/MYH11/PLEC/CSRP1/ACTG1/WDR1/MYH3/FLNC/MYL9"	11	1.4011481734157	"BP"
"GOBP_MITOCHONDRIAL_TRANSPORT"	"GOBP_MITOCHONDRIAL_TRANSPORT"	"MITOCHONDRIAL_TRANSPORT"	"24/1238"	"200/17872"	0.00600222866763645	0.04869837943166	0.0397056058017586	"VDAC2/BCAP31/SLC25A4/TIMM23B/MTX2/SLC25A24/SLC25A10/RHOT1/UBE2L3/AIP/TOMM40/CSNK2A2/HSPA4/GSK3B/NPEPPS/BAX/PRKAA1/LMAN1/SLC25A13/HUWE1/RHOT2/VPS35/NDUFA13/TIMM13"	24	1.4011481734157	"BP"
"GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING"	"GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING"	"REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING"	"10/1238"	"58/17872"	0.00605797892366076	0.0490595139179578	0.0400000522232146	"ACTN4/CALR/RAC1/RCC2/P4HB/CRKL/DNM2/CDC42/ARPC2/CORO1C"	10	1.39793944166606	"BP"
"GOBP_AMP_METABOLIC_PROCESS"	"GOBP_AMP_METABOLIC_PROCESS"	"AMP_METABOLIC_PROCESS"	"6/1238"	"25/17872"	0.00616830327109659	0.0496764645356764	0.0405030750817199	"PFAS/APRT/PAICS/GART/AK1/ADK"	6	1.39251200295016	"BP"
"GOBP_GTP_METABOLIC_PROCESS"	"GOBP_GTP_METABOLIC_PROCESS"	"GTP_METABOLIC_PROCESS"	"6/1238"	"25/17872"	0.00616830327109659	0.0496764645356764	0.0405030750817199	"RHOA/NME1/IMPDH2/RAN/GTPBP1/RAB23"	6	1.39251200295016	"BP"
"GOBP_REGULATION_OF_HISTONE_H3_K9_METHYLATION"	"GOBP_REGULATION_OF_HISTONE_H3_K9_METHYLATION"	"REGULATION_OF_HISTONE_H3_K9_METHYLATION"	"6/1238"	"25/17872"	0.00616830327109659	0.0496764645356764	0.0405030750817199	"DNMT3B/KDM1A/LMNA/MECP2/EHMT2/SMARCB1"	6	1.39251200295016	"BP"
"GOMF_CADHERIN_BINDING"	"GOMF_CADHERIN_BINDING"	"CADHERIN_BINDING"	"101/1211"	"334/15910"	3.47712482864973e-35	2.74692861463329e-32	2.15581739376283e-32	"ENO1/TNKS1BP1/TJP1/JUP/CLINT1/LYPLA2/PLIN3/RANBP1/HCFC1/DDX3X/PCMT1/FSCN1/TAGLN2/PRDX1/PLEC/MYH9/LARP1/EPS15L1/LASP1/RPL14/EHD4/VAPA/IDH1/SND1/EHD1/CAPZB/RUVBL1/RAN/BZW2/MPRIP/FMNL2/CDH2/RPL24/YWHAZ/TWF2/RAB1A/HSPA8/OLA1/CNN2/NOP56/CTNND1/USO1/FLNB/RSL1D1/LDHA/ALDOA/ANXA1/PFN1/HSP90AB1/SRC/EEF2/PKM/PTPN1/PAICS/DNAJB1/CTNNA2/EEF1D/KIF5B/ADD1/EIF2S3/CRKL/FASN/EIF3E/RAB10/RPL7A/EIF4G2/HDLBP/CALD1/ARHGAP1/GOLGA2/TWF1/ANK3/CKAP5/EIF4H/CNN3/MAPRE1/RAB11B/BZW1/LIMA1/SNX2/CTTN/CCT8/VAPB/EEF1G/CLIC1/EIF5/EZR/EPS15/KTN1/SERBP1/NDRG1/LRRC59/EFHD2/EPHA2/PKP2/RTN4/PARVA/ARGLU1/DBNL/STK38/SH3GL1"	101	31.6663880283832	"MF"
"GOMF_ATP_HYDROLYSIS_ACTIVITY"	"GOMF_ATP_HYDROLYSIS_ACTIVITY"	"ATP_HYDROLYSIS_ACTIVITY"	"74/1211"	"330/15910"	1.23956160919044e-17	4.89626835630222e-15	3.84264098849035e-15	"CHD1/PSMC6/PSMC5/DDX24/DDX3X/SMC1A/KIF2A/AFG3L2/GTF2F2/PSMC4/VPS4B/MCM5/MCM7/CCT3/MCM2/ACIN1/RUVBL1/CCT4/PFN2/PSMC2/HSPA8/NUBP2/VPS4A/OLA1/KATNAL2/DHX8/HYOU1/DDX39A/CHD2/DDX3Y/DHX15/AQR/ATP6V1G1/HSP90AB1/CLU/MYH3/HSP90B1/TCP1/KIF5B/MCM4/HSPA4/RFC4/RFC1/MSH2/RECQL/NSF/CCT5/VCP/EIF4A1/CHD3/G3BP1/CHD4/MYO1E/MCM6/HSPA13/MCM3/CCT8/CCT7/PSMC1/CCT6A/DHX35/DDX42/SMC5/ATAD1/HSPH1/RAD50/RSF1/DDX50/MOV10/ATAD3A/DDX56/SMC3/RUVBL2/PSMC3"	74	14.4153701890462	"MF"
"GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT"	"GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT"	"EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT"	"49/1211"	"172/15910"	1.86688574240793e-16	4.91613245500755e-14	3.85823053430972e-14	"TGFBI/MATN2/FBN1/COL6A2/COL1A2/FN1/NID1/COL6A1/FMOD/BGN/COL6A6/COL21A1/COL6A3/COL12A1/LAMB1/MFGE8/AGRN/LAMA5/COL1A1/COL2A1/COL3A1/COL4A1/COL5A2/DCN/COL4A2/LAMC1/COL5A1/TNC/LAMA1/FBN2/COL18A1/LUM/PRELP/MFAP2/LAMB2/HSPG2/COL14A1/COL16A1/NID2/POSTN/IGFBP7/VCAN/ASPN/THSD4/OGN/AEBP1/TINAGL1/EMILIN3/EMILIN1"	49	13.4136118262548	"MF"
"GOMF_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING"	"GOMF_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING"	"TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING"	"31/1211"	"85/15910"	3.8955708327881e-14	7.69375239475651e-12	6.03813479082156e-12	"COPS5/EIF3F/EIF3L/EIF3C/EIF3B/HBS1L/ETF1/EIF5A/GTPBP1/EIF3D/EEF2/GSPT1/EEF1B2/EEF1D/EIF2S3/EIF6/EIF3E/EIF4A1/EIF4G2/EIF4G1/EIF3I/EIF4H/EEF1A1/EIF2S1/EEF1G/ABCF1/EIF2S2/EIF5/EIF3M/EIF3A/EIF3K"	31	11.2190971963383	"MF"
"GOMF_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING"	"GOMF_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING"	"TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING"	"34/1211"	"109/15910"	4.40017027776988e-13	6.9522690388764e-11	5.45621114443465e-11	"COPS5/LARP1/EIF3F/EIF3L/EIF3C/EIF3B/HBS1L/ETF1/CELF1/EIF5A/GTPBP1/EIF3D/PABPC1/EEF2/GSPT1/EEF1B2/EEF1D/EIF2S3/EIF6/EIF3E/EIF4A1/EIF4G2/EIF4G1/EIF3I/EIF4H/EEF1A1/EIF2S1/EEF1G/ABCF1/EIF2S2/EIF5/EIF3M/EIF3A/EIF3K"	34	10.2631088317005	"MF"
"GOMF_TRANSLATION_REGULATOR_ACTIVITY"	"GOMF_TRANSLATION_REGULATOR_ACTIVITY"	"TRANSLATION_REGULATOR_ACTIVITY"	"39/1211"	"141/15910"	6.36629331609286e-13	8.38228619952226e-11	6.57850309329595e-11	"COPS5/CNBP/LARP1/EIF3F/EIF3L/EIF3C/EIF3B/HBS1L/ETF1/IGF2BP2/CELF1/EIF5A/GTPBP1/EIF3D/PABPC1/EEF2/GSPT1/EEF1B2/EEF1D/EIF2S3/EIF6/EIF3E/EIF4A1/EIF4G2/EIF4G1/EIF3I/CIRBP/EIF4H/EEF1A1/EIF2S1/EEF1G/ABCF1/EIF2S2/EIF5/EIF3M/CYFIP1/EIF3A/IGF2BP1/EIF3K"	39	10.1818729167628	"MF"
"GOMF_GTPASE_ACTIVITY"	"GOMF_GTPASE_ACTIVITY"	"GTPASE_ACTIVITY"	"65/1211"	"336/15910"	1.83744482806139e-12	1.989029852917e-10	1.56101077064372e-10	"RHOA/GNAO1/GNAQ/RAB7A/DDX3X/ARHGAP35/TUBB2B/GNAS/ARF1/RAC1/RAP1A/DRG2/GNA13/RAN/HBS1L/ARF5/RAB1A/RAP1B/ARL1/RAB8B/RHOT1/GTPBP1/DNM1L/TUBB4A/TUBB/RHOC/RRAS/RALA/RALB/EEF2/GSPT1/ARF4/RAB5A/ARL3/EIF2S3/DNM2/CDC42/RAB10/RAB14/GNB1/TUBA1B/TUBB3/TUBB2A/RAB11B/TUBB8/RAB13/TUBA1C/EEF1A1/GNA11/SAR1A/NRAS/RAB6A/GNB2/RAB1B/RHEB/TUBA1A/RHOT2/TUBB6/IFT27/RRAGC/RAB18/RAB21/RAB23/DRG1/RAP2C"	65	9.8065941003873	"MF"
"GOMF_GUANYL_NUCLEOTIDE_BINDING"	"GOMF_GUANYL_NUCLEOTIDE_BINDING"	"GUANYL_NUCLEOTIDE_BINDING"	"73/1211"	"402/15910"	2.0142074459919e-12	1.989029852917e-10	1.56101077064372e-10	"RHOA/GNAO1/GNAQ/RAB7A/ARHGAP35/TUBB2B/NME1/GNAS/ARF1/RAC1/EHD4/RAP1A/DRG2/EHD1/GNA13/RAN/HBS1L/IRGQ/ARF5/RAB1A/RAP1B/ARL1/RAB8B/RHOT1/OLA1/GTPBP1/DNM1L/TUBB4A/TUBB/ANXA6/RHOC/HSP90AB1/RRAS/RALA/RALB/EEF2/GSPT1/ARF4/RAB5A/ARL3/EIF2S3/DNM2/CDC42/RAB10/RAB14/TUBA1B/TUBB3/TUBB2A/RAB11B/TUBB8/RAB13/TUBA1C/EEF1A1/SRPRB/GNA11/SAR1A/NRAS/RAB6A/RAB1B/EIF5/RHEB/TUBA1A/RHOT2/TUBB6/IFT27/RRAGC/RAB18/RAB21/RAB23/DRG1/RTCB/RAP2C/DYNC1LI1"	73	9.8065941003873	"MF"
"GOMF_ACTIN_FILAMENT_BINDING"	"GOMF_ACTIN_FILAMENT_BINDING"	"ACTIN_FILAMENT_BINDING"	"48/1211"	"217/15910"	1.15767162328878e-11	1.01617842488682e-09	7.97507118265605e-10	"ARPC5L/TTN/TPM1/ACTN4/ARPC1A/ARPC1B/MYO6/FSCN1/MYH11/MYH9/ZNF185/LASP1/CAPZB/MPRIP/FMNL2/TWF2/MYO1C/MYL4/WDR1/FLNB/MYO1D/ANXA6/MYH3/PLS3/CTNNA2/MARCKS/MYH10/ADD1/ACTR3/TWF1/COTL1/FLNC/MYO1E/VIL1/LIMA1/CTTN/ARPC2/TAGLN/TMEM201/EZR/CYFIP1/MYH14/PPP1R9B/AIF1L/DBNL/CORO1C/CORO2B/MYO5A"	48	9.09826543189501	"MF"
"GOMF_RIBONUCLEOPROTEIN_COMPLEX_BINDING"	"GOMF_RIBONUCLEOPROTEIN_COMPLEX_BINDING"	"RIBONUCLEOPROTEIN_COMPLEX_BINDING"	"37/1211"	"150/15910"	9.85328089150798e-11	7.7840919042913e-09	6.10903415273495e-09	"DDX3X/NME1/LARP1/XPO5/SND1/SNRPA/BOP1/RPN2/EIF3C/PES1/ETF1/RPSA/PRPF31/CPSF6/EIF5A/OLA1/NPM1/SNRPB2/EEF2/SNRPB/YBX3/BAG6/SRP9/EIF6/SEC61B/ABCE1/SNRPD1/HNRNPU/CKAP5/EIF4H/EIF2S1/PHF6/SERBP1/LIN28A/EIF3K/SRP68/STRAP"	37	8.21402744692514	"MF"
"GOMF_TRANSLATION_INITIATION_FACTOR_ACTIVITY"	"GOMF_TRANSLATION_INITIATION_FACTOR_ACTIVITY"	"TRANSLATION_INITIATION_FACTOR_ACTIVITY"	"20/1211"	"51/15910"	2.88771314883753e-10	2.07390307961968e-08	1.6276201384357e-08	"COPS5/EIF3F/EIF3L/EIF3C/EIF3B/EIF3D/EIF2S3/EIF6/EIF3E/EIF4A1/EIF4G2/EIF4G1/EIF3I/EIF4H/EIF2S1/EIF2S2/EIF5/EIF3M/EIF3A/EIF3K"	20	7.78844694528878	"MF"
"GOMF_ACTIN_BINDING"	"GOMF_ACTIN_BINDING"	"ACTIN_BINDING"	"72/1211"	"440/15910"	4.13087938061496e-10	2.71949559223818e-08	2.1342876799844e-08	"ARPC5L/TTN/EPB41L1/TPM1/ACTN4/ARPC1A/ARPC1B/MYO6/FSCN1/MYH11/PLEC/MYH9/ZNF185/LASP1/CAPZB/CAP1/MPRIP/FMNL2/PFN2/TWF2/MYO1C/SYNPO2/MYL4/CNN2/EPB41L2/WDR1/FLNB/MYO1D/ALDOA/P4HB/PFN1/ANXA6/MYH3/PLS3/CTNNA2/MARCKS/MYH10/ADD1/MAP1B/ACTR3/HNRNPU/YWHAH/CALD1/TWF1/COTL1/FLNC/CNN3/INF2/MYO1E/VIL1/LIMA1/CTTN/ARPC2/TAGLN/TMEM201/CROCC/EZR/CYFIP1/MYH14/SYNPO/PALLD/PDLIM2/PPP1R9B/AIF1L/PARVA/RAI14/VPS18/DBNL/CORO1C/LIMCH1/CORO2B/MYO5A"	72	7.67074704254546	"MF"
"GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH"	"GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH"	"EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH"	"17/1211"	"41/15910"	2.26502409918586e-09	1.37643772181295e-07	1.08024226268864e-07	"COL6A2/COL1A2/COL6A1/COL6A6/COL21A1/COL6A3/COL12A1/COL1A1/COL2A1/COL3A1/COL4A1/COL5A2/COL4A2/COL5A1/COL18A1/COL14A1/COL16A1"	17	6.96647883567043	"MF"
"GOMF_ATP_DEPENDENT_ACTIVITY_ACTING_ON_DNA"	"GOMF_ATP_DEPENDENT_ACTIVITY_ACTING_ON_DNA"	"ATP_DEPENDENT_ACTIVITY_ACTING_ON_DNA"	"27/1211"	"104/15910"	1.01656186843265e-08	5.7363134004414e-07	4.50191684591604e-07	"CHD1/SMARCA1/DDX3X/MSH6/GTF2F2/MCM5/MCM7/MCM2/RUVBL1/CHD2/XRCC6/XRCC5/MCM4/RFC4/RFC1/MSH2/RECQL/TOP2B/RBBP4/CHD3/G3BP1/CHD4/MCM6/MCM3/RAD50/SMC3/RUVBL2"	27	6.34660253103548	"MF"
